season,team_code,overall_winpct,last10_winpct,sos_proxy,conference_proxy,end_elo,league,o_ppp,pace,winpct,selection_prob,pred_selected,team_name
2026,SIUE,0.48148148148148145,0.5,0.4852588136639861,OVC,1018,WBB,0.9102398363787215,71.48551724137931,0.5517,0.0,0,SIU Edwardsville Cougars
2026,HOFS,0.24,0.3,0.5306903568972534,UNKNOWN,1016,WBB,0.8099951714147755,59.17142857142857,0.25,0.0,0,Hofstra Pride
2026,WRIG,0.32142857142857145,0.3,0.4610900134839127,HL,1014,WBB,0.9006637878733808,67.92969696969696,0.303,0.0,0,Wright State Raiders
2026,YALE,0.24,0.2,0.5447732382892803,UNKNOWN,1014,WBB,0.8321964529331514,70.368,0.28,0.0,0,Yale Bulldogs
2026,GRAM,0.39285714285714285,0.6,0.442855343634654,SWAC,1012,WBB,0.8384270763426622,78.76142857142858,0.3571,0.0,0,Grambling Lady Tigers
2026,JSU,0.4074074074074074,0.7,0.42834457982335966,SWAC,1012,WBB,0.8340263407275612,73.86714285714285,0.3929,0.0,0,Jackson State Lady Tigers
2026,NIU,0.2222222222222222,0.3,0.5060227119741807,MAC,1010,WBB,0.8228341609553904,67.21931034482759,0.2069,0.0,0,Northern Illinois Huskies
2026,SEMO,0.34615384615384615,0.4,0.5140850093804766,OVC,1010,WBB,0.9139668329619625,72.44714285714285,0.3929,0.0,0,Southeast Missouri State Redhawks
2026,CORN,0.32,0.1,0.563252438315844,UNKNOWN,1004,WBB,0.8544717573221757,63.73333333333333,0.2917,0.0,0,Cornell Big Red
2026,LMD,0.4444444444444444,0.4,0.4770298014742459,PL,1004,WBB,0.8623068432671082,62.12571428571429,0.3929,0.0,0,Loyola Maryland Greyhounds
